tileTZ,2592,1216,0,0,128,128,0,1,1,4294967295
tileTZ,2720,1216,0,0,128,128,0,1,1,4294967295
tileTZ,2848,1216,0,0,128,128,0,1,1,4294967295
tileTZ,2976,1216,0,0,128,128,0,1,1,4294967295
tileTZ,3104,1216,0,0,128,128,0,1,1,4294967295
tileTZ,4064,1696,0,0,128,128,0,1,1,4294967295
tileTZ,4192,1696,0,0,128,128,0,1,1,4294967295
tileTZ,4320,1696,0,0,128,128,0,1,1,4294967295
tileTZ,4448,1696,0,0,128,128,0,1,1,4294967295
tileTZ,4576,1696,0,0,128,128,0,1,1,4294967295
tileTZ,4704,1696,0,0,128,128,0,1,1,4294967295
tileTZ,4832,1696,0,0,128,128,0,1,1,4294967295
tileTZ,1888,1312,128,0,128,128,0,1,1,4294967295
tileTZ,2592,1312,128,0,128,128,0,-1,1,4294967295
tileTZ,1472,480,128,0,128,128,0,-1,1,4294967295
tileTZ,1280,1088,128,0,128,128,0,1,1,4294967295
tileTZ,1280,1216,0,0,128,128,0,1,1,4294967295
tileTZ,1408,1216,0,0,128,128,0,1,1,4294967295
tileTZ,1536,1216,0,0,128,128,0,1,1,4294967295
tileTZ,1664,1216,0,0,128,128,0,1,1,4294967295
tileTZ,1792,1216,0,0,128,128,0,0.75,1,4294967295
tileTZ,1888,1440,0,0,128,128,0,3.75,0.5,4294967295
tileTZ,1280,864,128,0,128,128,0,1,-1,4294967295
tileTZ,1280,608,0,0,128,128,0,1,1,4294967295
tileTZ,1408,608,0,0,128,128,0,1,1,4294967295
tileTZ,1536,608,0,0,128,128,0,1,1,4294967295
tileTZ,1600,480,0,0,128,128,0,-1,1,4294967295
tileTZ,1664,544,0,0,128,128,0,0.5,0.5,4294967295
tileTZ,1728,544,0,0,128,128,0,0.5,0.5,4294967295
tileTZ,1792,544,0,0,128,128,0,0.5,0.5,4294967295
tileTZ,1472,480,128,0,128,128,0,-1,1,4294967295
tileTZ,1792,1344,0,0,128,128,0,0.75,1,4294967295
tileTZ,1792,1472,0,0,128,128,0,0.75,1,4294967295
tileTZ,1792,1600,0,0,128,128,0,0.75,1,4294967295
tileTZ,1792,1728,0,0,128,128,0,0.75,1,4294967295
tileTZ,1888,1632,0,0,128,128,0,1,1,4294967295
tileTZ,2016,1632,0,0,128,128,0,1,1,4294967295
tileTZ,2144,1632,0,0,128,128,0,1,1,4294967295
tileTZ,2272,1632,0,0,128,128,0,1,1,4294967295
tileTZ,2400,1632,0,0,128,128,0,1,1,4294967295
tileTZ,2528,1632,0,0,128,128,0,1,1,4294967295
tileTZ,2656,1632,0,0,128,128,0,1,1,4294967295
tileTZ,0,416,0,0,128,128,0,1,1,4294967295
tileTZ,128,416,0,0,128,128,0,1,1,4294967295
tileTZ,256,416,0,0,128,128,0,1,1,4294967295
tileTZ,384,416,0,0,128,128,0,1,1,4294967295
tileTZ,2752,480,0,128,256,128,0,1,2,4294967295
tileTZ,768,512,0,128,256,128,0,1,1,4294967295
tileTZ,1024,576,0,128,256,128,0,0.5,0.5,4294967295
tileTZ,512,416,384,128,128,128,0,1,1,4294967295
tileTZ,640,480,0,256,128,128,0,1,0.25,4294967295
tileTZ,768,640,0,0,128,128,0,1,1,4294967295
tileTZ,896,640,0,0,128,128,0,1,1,4294967295
tileTZ,512,544,0,0,128,128,0,1,1,4294967295
tileTZ,384,544,0,0,128,128,0,1,1,4294967295
tileTZ,256,544,0,0,128,128,0,1,1,4294967295
tileTZ,128,544,0,0,128,128,0,1,1,4294967295
tileTZ,0,544,0,0,128,128,0,1,1,4294967295
tileTZ,0,672,0,0,128,128,0,1,1,4294967295
tileTZ,128,672,0,0,128,128,0,1,1,4294967295
tileTZ,256,672,0,0,128,128,0,1,1,4294967295
tileTZ,384,672,0,0,128,128,0,1,1,4294967295
tileTZ,512,672,0,0,128,128,0,1,1,4294967295
tileTZ,1280,1344,0,0,128,128,0,1,1,4294967295
tileTZ,1408,1344,0,0,128,128,0,1,1,4294967295
tileTZ,1536,1344,0,0,128,128,0,1,1,4294967295
tileTZ,1664,1344,0,0,128,128,0,1,1,4294967295
tileTZ,1664,1472,0,0,128,128,0,1,1,4294967295
tileTZ,1664,1600,0,0,128,128,0,1,1,4294967295
tileTZ,1536,1472,0,0,128,128,0,1,1,4294967295
tileTZ,1536,1600,0,0,128,128,0,1,1,4294967295
tileTZ,4960,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5088,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5216,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5344,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5472,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5600,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5728,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5856,1696,0,0,128,128,0,1,1,4294967295
tileTZ,640,672,0,0,128,128,0,1,1,4294967295
tileTZ,640,544,0,0,128,128,0,1,1,4294967295
tileTZ,640,512,0,0,128,128,0,1,0.25,4294967295
tileTZ,2848,1632,384,128,128,128,0,0.75,1,4294967295
tileTZ,2592,1344,0,0,128,128,0,1,1,4294967295
tileTZ,2720,1344,0,0,128,128,0,1,1,4294967295
tileTZ,2848,1344,0,0,128,128,0,1,1,4294967295
tileTZ,2976,1344,0,0,128,128,0,1,1,4294967295
tileTZ,3104,1344,0,0,128,128,0,1,1,4294967295
tileTZ,3072,1696,0,0,128,128,0,-1,1,4294967295
tileTZ,1920,608,256,128,128,128,0,0.5,-0.5,4294967295
tileTZ,1664,480,0,128,256,128,0,0.875,1,4294967295
tileTZ,5120,1568,384,0,256,128,0,-1,1,4294967295
tileTZ,5120,1568,384,0,256,128,0,1,1,4294967295
tileTZ,5632,1568,384,0,256,128,0,-1,1,4294967295
tileTZ,5632,1568,384,0,256,128,0,1,1,4294967295
tileTZ,2272,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2304,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2496,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2336,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2400,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2432,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2368,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2464,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2528,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2560,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2592,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2656,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2752,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2688,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2624,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2720,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2784,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2816,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2848,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2912,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,3008,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2944,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2880,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,2976,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,3040,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,3072,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,3104,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,3136,1024,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,1646,736,384,0,256,128,0,1,-1,4294967295
tileTZ,4224,1568,128,0,128,128,0,1,1,4294967295
tileTZ,4480,1568,128,0,128,128,0,-1,-1,4294967295
tileTZ,4224,1568,128,0,128,128,0,1,-1,4294967295
tileTZ,4224,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,4256,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,4288,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,4320,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,4352,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,4384,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,4416,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,4448,1408,0,0,128,128,0,0.25,0.25,4294967295
tileTZ,6112,1696,0,0,128,128,0,1,1,4294967295
tileTZ,5984,1696,0,0,128,128,0,1,1,4294967295
tileTZ,3008,416,0,0,128,128,0,1,1,4294967295
